"name","nameFull","class","pond","date","depth","freq"
"14-4.bmp","4 (90 images)\PondG7 2008 (3 images)\14-4.bmp",4,"G7","06-02-08","80 mm","8.0 MHz"
"26-4.bmp","4 (90 images)\PondG7 2008 (3 images)\26-4.bmp",4,"G7","06-02-08","80 mm","8.0 MHz"
"28-4.bmp","4 (90 images)\PondG7 2008 (3 images)\28-4.bmp",4,"G7","06-02-08","80 mm","8.0 MHz"
"001-5.bmp","5 (190 images)\Baxter051808 (81 images)\001-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"002-5.bmp","5 (190 images)\Baxter051808 (81 images)\002-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"003-5.bmp","5 (190 images)\Baxter051808 (81 images)\003-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"004-5.bmp","5 (190 images)\Baxter051808 (81 images)\004-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"005-5.bmp","5 (190 images)\Baxter051808 (81 images)\005-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"006-5.bmp","5 (190 images)\Baxter051808 (81 images)\006-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"007-5.bmp","5 (190 images)\Baxter051808 (81 images)\007-5.bmp",5,"NA","NA","80 mm","8.0 MHz"
"008-5.bmp","5 (190 images)\Baxter051808 (81 images)\008-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"009-5.bmp","5 (190 images)\Baxter051808 (81 images)\009-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"010-5.bmp","5 (190 images)\Baxter051808 (81 images)\010-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"011-5.bmp","5 (190 images)\Baxter051808 (81 images)\011-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"013-5.bmp","5 (190 images)\Baxter051808 (81 images)\013-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"016-5.bmp","5 (190 images)\Baxter051808 (81 images)\016-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"017-5.bmp","5 (190 images)\Baxter051808 (81 images)\017-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"018-5.bmp","5 (190 images)\Baxter051808 (81 images)\018-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"019-5.bmp","5 (190 images)\Baxter051808 (81 images)\019-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"020-5.bmp","5 (190 images)\Baxter051808 (81 images)\020-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"021-5.bmp","5 (190 images)\Baxter051808 (81 images)\021-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"022-5.bmp","5 (190 images)\Baxter051808 (81 images)\022-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"024-5.bmp","5 (190 images)\Baxter051808 (81 images)\024-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"026-5.bmp","5 (190 images)\Baxter051808 (81 images)\026-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"027-5.bmp","5 (190 images)\Baxter051808 (81 images)\027-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"029-5.bmp","5 (190 images)\Baxter051808 (81 images)\029-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"030-5.bmp","5 (190 images)\Baxter051808 (81 images)\030-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"032-5.bmp","5 (190 images)\Baxter051808 (81 images)\032-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"033-5.bmp","5 (190 images)\Baxter051808 (81 images)\033-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"034-5.bmp","5 (190 images)\Baxter051808 (81 images)\034-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"037-5.bmp","5 (190 images)\Baxter051808 (81 images)\037-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"038-5.bmp","5 (190 images)\Baxter051808 (81 images)\038-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"039-5.bmp","5 (190 images)\Baxter051808 (81 images)\039-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"040-5.bmp","5 (190 images)\Baxter051808 (81 images)\040-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"041-5.bmp","5 (190 images)\Baxter051808 (81 images)\041-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"042-5.bmp","5 (190 images)\Baxter051808 (81 images)\042-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"043-5.bmp","5 (190 images)\Baxter051808 (81 images)\043-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"046-5.bmp","5 (190 images)\Baxter051808 (81 images)\046-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"048-5.bmp","5 (190 images)\Baxter051808 (81 images)\048-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"050-5.bmp","5 (190 images)\Baxter051808 (81 images)\050-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"051-5.bmp","5 (190 images)\Baxter051808 (81 images)\051-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"052-5.bmp","5 (190 images)\Baxter051808 (81 images)\052-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"053-5.bmp","5 (190 images)\Baxter051808 (81 images)\053-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"054-5.bmp","5 (190 images)\Baxter051808 (81 images)\054-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"055-5.bmp","5 (190 images)\Baxter051808 (81 images)\055-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"056-5.bmp","5 (190 images)\Baxter051808 (81 images)\056-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"058-5.bmp","5 (190 images)\Baxter051808 (81 images)\058-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"059-5.bmp","5 (190 images)\Baxter051808 (81 images)\059-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"060-5.bmp","5 (190 images)\Baxter051808 (81 images)\060-5.bmp",5,"NA","NA","80 mm","8.0 MHz"
"062-5.bmp","5 (190 images)\Baxter051808 (81 images)\062-5.bmp",5,"NA","NA","80 mm","8.0 MHz"
"063-5.bmp","5 (190 images)\Baxter051808 (81 images)\063-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"064-5.bmp","5 (190 images)\Baxter051808 (81 images)\064-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"065-5.bmp","5 (190 images)\Baxter051808 (81 images)\065-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"066-5.bmp","5 (190 images)\Baxter051808 (81 images)\066-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"071-5.bmp","5 (190 images)\Baxter051808 (81 images)\071-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"072-5.bmp","5 (190 images)\Baxter051808 (81 images)\072-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"077-5.bmp","5 (190 images)\Baxter051808 (81 images)\077-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"078-5.bmp","5 (190 images)\Baxter051808 (81 images)\078-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"079-5.bmp","5 (190 images)\Baxter051808 (81 images)\079-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"080-5.bmp","5 (190 images)\Baxter051808 (81 images)\080-5.bmp",5,"NA","NA","80 mm","8.0 MHz"
"082-5.bmp","5 (190 images)\Baxter051808 (81 images)\082-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"083-5.bmp","5 (190 images)\Baxter051808 (81 images)\083-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"084-5.bmp","5 (190 images)\Baxter051808 (81 images)\084-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"085-5.bmp","5 (190 images)\Baxter051808 (81 images)\085-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"086-5.bmp","5 (190 images)\Baxter051808 (81 images)\086-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"088-5.bmp","5 (190 images)\Baxter051808 (81 images)\088-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"089-5.bmp","5 (190 images)\Baxter051808 (81 images)\089-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"090-5.bmp","5 (190 images)\Baxter051808 (81 images)\090-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"091-5.bmp","5 (190 images)\Baxter051808 (81 images)\091-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"092-5.bmp","5 (190 images)\Baxter051808 (81 images)\092-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"094-5.bmp","5 (190 images)\Baxter051808 (81 images)\094-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"098-5.bmp","5 (190 images)\Baxter051808 (81 images)\098-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"099-5.bmp","5 (190 images)\Baxter051808 (81 images)\099-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"100-5.bmp","5 (190 images)\Baxter051808 (81 images)\100-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"104-5.bmp","5 (190 images)\Baxter051808 (81 images)\104-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"105-5.bmp","5 (190 images)\Baxter051808 (81 images)\105-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"106-5.bmp","5 (190 images)\Baxter051808 (81 images)\106-5.bmp",5,"NA","NA","80 mm","8.0 MHz"
"108-5.bmp","5 (190 images)\Baxter051808 (81 images)\108-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"110-5.bmp","5 (190 images)\Baxter051808 (81 images)\110-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"111-5.bmp","5 (190 images)\Baxter051808 (81 images)\111-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"112-5.bmp","5 (190 images)\Baxter051808 (81 images)\112-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"113-5.bmp","5 (190 images)\Baxter051808 (81 images)\113-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"115-5.bmp","5 (190 images)\Baxter051808 (81 images)\115-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"116-5.bmp","5 (190 images)\Baxter051808 (81 images)\116-5.bmp",5,"NA","06-18-08","80 mm","8.0 MHz"
"001-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\001-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"004-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\004-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"006-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\006-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"010-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\010-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"016-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\016-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"022-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\022-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"026-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\026-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"028-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\028-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"029-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\029-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"043-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\043-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"046-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\046-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"051-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\051-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"052-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\052-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"055-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\055-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"057-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\057-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"059-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\059-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"060-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\060-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"062-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\062-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"070-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\070-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"071-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\071-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"072-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\072-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"077-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\077-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"078-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\078-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"079-5.bmp","5 (190 images)\BaxterControlPond2008 (24 images)\079-5.bmp",5,"BaxterControlPond2008","05-16-08","80 mm","8.0 MHz"
"012.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\012.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"014.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\014.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"019.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\019.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"022.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\022.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"023.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\023.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"030.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\030.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"032.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\032.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"036.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\036.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"038.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\038.bmp",5,"BaxterPond41","NA","80 mm","8.0 MHz"
"039.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\039.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"041.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\041.bmp",5,"BaxterPond41","NA","80 mm","8.0 MHz"
"047.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\047.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"048.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\048.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"050.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\050.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"057.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\057.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"062.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\062.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"065.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\065.bmp",5,"BaxterPond41","NA","80 mm","8.0 MHz"
"068.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\068.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"072.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\072.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"073.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\073.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"075.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\075.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"083.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\083.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"090.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\090.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"092.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\092.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"093.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\093.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"094.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\094.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"096.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\096.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"097.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\097.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"106.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\106.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"107.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\107.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"111.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\111.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"113.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\113.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"115.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\115.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"117.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\117.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"120.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\120.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"124.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\124.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"128.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\128.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"129.bmp","5 (190 images)\BaxterPond41 2008 (38 images)\129.bmp",5,"BaxterPond41","06-17-08","80 mm","8.0 MHz"
"11-5.bmp","5 (190 images)\PondG7 2008 (5 images)\11-5.bmp",5,"G7","06-02-08","80 mm","8.0 MHz"
"22-5.bmp","5 (190 images)\PondG7 2008 (5 images)\22-5.bmp",5,"G7","06-02-08","80 mm","8.0 MHz"
"27-5.bmp","5 (190 images)\PondG7 2008 (5 images)\27-5.bmp",5,"G7","06-02-08","80 mm","8.0 MHz"
"3-5.bmp","5 (190 images)\PondG7 2008 (5 images)\3-5.bmp",5,"G7","06-02-08","80 mm","8.0 MHz"
"9-5.bmp","5 (190 images)\PondG7 2008 (5 images)\9-5.bmp",5,"G7","06-02-08","80 mm","8.0 MHz"
"16.bmp","6 (25 images)\PondG7 2008 (2 images)\16.bmp",6,"G7","06-02-08","80 mm","8.0 MHz"
"8.bmp","6 (25 images)\PondG7 2008 (2 images)\8.bmp",6,"G7","06-02-08","80 mm","8.0 MHz"
"regression.bmp","7 (73 images)\Baxter051808 (1 image)\regression.bmp",7,"NA","06-18-08","80 mm","8.0 MHz"
"23.bmp","7 (73 images)\June 2, 2008 (3 images) Pond G7\23.bmp",7,"G7","06-02-08","80 mm","8.0 MHz"
"2-re.bmp","7 (73 images)\June 2, 2008 (3 images) Pond G7\2-re.bmp",7,"G7\2","06-02-08","80 mm","8.0 MHz"
"7.bmp","7 (73 images)\June 2, 2008 (3 images) Pond G7\7.bmp",7,"G7","NA","80 mm","8.0 MHz"
"21-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\21-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"24-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\24-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"26-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\26-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"27-1.bmp","7 (73 images)\Nov 14, 2008 (10 images)\27-1.bmp",7,"NA","NA","80 mm","8.0 MHz"
"28-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\28-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"33-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\33-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"42-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\42-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"48-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\48-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"49-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\49-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"52-7.bmp","7 (73 images)\Nov 14, 2008 (10 images)\52-7.bmp",7,"NA","NA","80 mm","8.0 MHz"
"31-7.bmp","7 (73 images)\Nov 5, 2008 (3 images)\31-7.bmp",7,"NA","11-05-08","80 mm","8.0 MHz"
"67-7.bmp","7 (73 images)\Nov 5, 2008 (3 images)\67-7.bmp",7,"NA","11-05-08","80 mm","8.0 MHz"
"70-7.bmp","7 (73 images)\Nov 5, 2008 (3 images)\70-7.bmp",7,"NA","11-05-08","80 mm","8.0 MHz"
"112-1.bmp","Ask\1\112-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"147-1.bmp","Ask\1\147-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"157-1.bmp","Ask\1\157-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"211-1.bmp","Ask\1\211-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"25-1.bmp","Ask\1\25-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"259-2.bmp","Ask\1\259-2.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"260-1.bmp","Ask\1\260-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"30-1.bmp","Ask\1\30-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"34-1.bmp","Ask\1\34-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"66-1.bmp","Ask\1\66-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"8-1.bmp","Ask\1\8-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"9-1.bmp","Ask\1\9-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"93-1.bmp","Ask\1\93-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"96-1.bmp","Ask\1\96-1.bmp",1,"NA","02-03-09","80 mm","8.0 MHz"
"339-1.bmp","Ask\2\339-1.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"367-1.bmp","Ask\2\367-1.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"416-2.bmp","Ask\2\416-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"458-2.bmp","Ask\2\458-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"459-2.bmp","Ask\2\459-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"32-3.bmp","Ask\3\32-3.bmp",3,"NA","02-03-09","80 mm","8.0 MHz"
"55-3.bmp","Ask\3\55-3.bmp",3,"NA","02-03-09","80 mm","8.0 MHz"
"16.bmp","Ask\6\16.bmp",6,"NA","06-02-08","80 mm","8.0 MHz"
"8.bmp","Ask\6\8.bmp",6,"NA","06-02-08","80 mm","8.0 MHz"
